timestamp,station_id,pm25,pm10,no2,aqi,wind_speed,wind_direction,humidity,boundary_layer_height
2026-03-28 03:10:25.566453+00:00,KARN001,21.9,28.3,33.9,46,21.8,164.2,93.4,1403.9
2026-03-28 04:10:25.566453+00:00,KARN001,24.6,55.0,27.6,54,12.4,326.1,84.2,1458.9
2026-03-28 05:10:25.566453+00:00,KARN001,40.3,60.1,30.1,61,13.7,73.0,94.0,1837.4
2026-03-28 06:10:25.566453+00:00,KARN001,49.3,65.2,31.5,68,17.9,250.1,30.3,1057.4
2026-03-28 07:10:25.566453+00:00,KARN001,44.6,62.1,36.9,70,17.9,214.1,51.4,987.3
2026-03-28 08:10:25.566453+00:00,KARN001,35.7,55.7,34.3,70,7.6,253.0,38.9,833.7
2026-03-28 09:10:25.566453+00:00,KARN001,38.8,72.7,32.6,67,12.2,207.4,50.6,1433.1
2026-03-28 10:10:25.566453+00:00,KARN001,45.7,60.3,30.2,64,20.0,197.6,82.7,1739.3
2026-03-28 11:10:25.566453+00:00,KARN001,43.0,60.0,33.8,60,9.7,241.5,43.7,1871.6
2026-03-28 12:10:25.566453+00:00,KARN001,27.4,48.7,37.9,57,5.9,179.0,47.2,1938.5
2026-03-28 13:10:25.566453+00:00,KARN001,37.4,48.4,31.6,58,11.2,29.9,78.1,1807.0
2026-03-28 14:10:25.566453+00:00,KARN001,35.1,60.1,34.2,63,2.4,254.5,76.9,1722.9
2026-03-28 15:10:25.566453+00:00,KARN001,27.8,57.0,33.2,60,21.7,91.8,77.8,1116.6
2026-03-28 16:10:25.566453+00:00,KARN001,30.8,67.0,28.8,68,13.7,242.4,78.4,1710.0
2026-03-28 17:10:25.566453+00:00,KARN001,44.6,63.5,34.5,65,19.0,259.4,94.5,1233.5
2026-03-28 18:10:25.566453+00:00,KARN001,41.6,75.4,33.8,59,20.2,42.2,61.6,496.3
2026-03-28 19:10:25.566453+00:00,KARN001,20.3,52.5,35.3,54,11.7,121.5,42.0,1817.3
2026-03-28 20:10:25.566453+00:00,KARN001,12.5,43.8,33.2,47,7.6,93.6,72.8,553.6
2026-03-28 21:10:25.566453+00:00,KARN001,23.0,17.8,34.1,40,20.8,250.4,41.0,1352.7
2026-03-28 22:10:25.566453+00:00,KARN001,18.8,36.3,32.6,34,12.9,282.1,42.1,395.7
2026-03-28 23:10:25.566453+00:00,KARN001,20.9,8.9,30.0,29,23.1,134.9,63.3,1703.6
2026-03-29 00:10:25.566453+00:00,KARN001,20.9,44.2,32.8,28,25.0,77.1,79.5,1785.5
2026-03-29 01:10:25.566453+00:00,KARN001,18.9,32.7,25.9,32,15.9,181.4,47.2,838.0
2026-03-29 02:10:25.566453+00:00,KARN001,27.0,39.0,31.0,38,13.7,157.3,36.3,1849.8
2026-03-29 03:10:25.566453+00:00,KARN001,29.1,31.2,26.9,47,3.5,42.0,72.6,678.6
2026-03-29 04:10:25.566453+00:00,KARN001,37.9,60.4,31.2,59,24.8,242.5,90.2,1043.2
2026-03-29 05:10:25.566453+00:00,KARN001,46.3,42.0,32.2,66,5.3,275.8,86.7,1682.7
2026-03-29 06:10:25.566453+00:00,KARN001,37.2,54.2,31.8,70,23.3,183.5,94.3,1070.0
2026-03-29 07:10:25.566453+00:00,KARN001,42.0,57.0,35.3,71,12.1,217.6,75.8,1646.7
2026-03-29 08:10:25.566453+00:00,KARN001,34.1,55.6,35.0,67,8.2,309.5,68.2,1869.9
2026-03-29 09:10:25.566453+00:00,KARN001,34.8,70.8,32.6,66,12.6,302.1,79.1,686.3
2026-03-29 10:10:25.566453+00:00,KARN001,37.8,52.9,35.4,64,23.7,1.1,35.6,633.3
2026-03-29 11:10:25.566453+00:00,KARN001,40.0,54.1,30.4,60,10.5,18.7,94.2,1355.7
2026-03-29 12:10:25.566453+00:00,KARN001,33.7,45.3,34.5,56,8.4,316.2,77.9,941.5
2026-03-29 13:10:25.566453+00:00,KARN001,31.8,70.4,25.8,58,20.3,41.6,64.3,1130.6
2026-03-29 14:10:25.566453+00:00,KARN001,42.0,60.2,32.6,64,22.4,73.3,54.1,1667.7
2026-03-29 15:10:25.566453+00:00,KARN001,41.4,61.0,36.1,67,8.1,189.3,86.3,324.8
2026-03-29 16:10:25.566453+00:00,KARN001,34.7,67.5,37.7,65,14.9,233.8,70.5,866.8
2026-03-29 17:10:25.566453+00:00,KARN001,36.0,44.7,33.1,64,14.7,92.8,87.4,1371.5
2026-03-29 18:10:25.566453+00:00,KARN001,38.3,54.2,33.4,57,4.0,207.4,82.5,755.5
2026-03-29 19:10:25.566453+00:00,KARN001,29.6,20.8,34.0,46,8.6,49.4,63.3,464.7
2026-03-29 20:10:25.566453+00:00,KARN001,14.8,31.3,28.6,40,23.6,88.8,85.0,1109.5
2026-03-29 21:10:25.566453+00:00,KARN001,22.2,40.6,35.9,34,23.6,93.1,89.2,1775.2
2026-03-29 22:10:25.566453+00:00,KARN001,14.1,25.8,28.9,24,22.5,308.1,79.5,683.1
2026-03-29 23:10:25.566453+00:00,KARN001,19.6,21.3,27.5,23,12.1,158.0,64.0,1043.9
2026-03-30 00:10:25.566453+00:00,KARN001,19.8,20.6,33.0,30,12.5,195.0,44.0,1970.5
2026-03-30 01:10:25.566453+00:00,KARN001,17.8,57.9,29.9,35,24.0,273.5,58.9,1419.3
2026-03-30 02:10:25.566453+00:00,KARN001,25.2,38.1,28.0,39,2.1,353.5,31.4,489.3
2026-03-30 03:10:25.566453+00:00,KARN001,35.7,43.6,31.5,48,22.1,52.4,56.0,1150.8
2026-03-30 04:10:25.566453+00:00,KARN001,35.8,53.4,33.6,57,5.9,47.3,78.9,873.1
2026-03-30 05:10:25.566453+00:00,KARN001,35.8,69.7,36.5,68,8.4,8.8,55.8,1904.5
2026-03-30 06:10:25.566453+00:00,KARN001,38.0,60.4,31.1,73,13.6,318.8,47.8,1191.2
2026-03-30 07:10:25.566453+00:00,KARN001,45.8,71.8,35.4,78,21.0,73.3,68.5,923.2
2026-03-30 08:10:25.566453+00:00,KARN001,48.2,49.7,39.0,75,10.5,286.1,35.5,1795.8
2026-03-30 09:10:25.566453+00:00,KARN001,38.7,56.8,36.5,70,7.9,168.0,31.3,1121.2
2026-03-30 10:10:25.566453+00:00,KARN001,37.2,56.9,28.9,64,17.1,297.3,35.4,1210.9
2026-03-30 11:10:25.566453+00:00,KARN001,37.5,55.6,37.7,59,13.5,48.1,76.9,507.1
2026-03-30 12:10:25.566453+00:00,KARN001,32.3,55.5,32.9,54,5.5,291.1,61.2,720.2
2026-03-30 13:10:25.566453+00:00,KARN001,27.7,38.8,30.1,56,2.0,336.9,79.1,1931.8
2026-03-30 14:10:25.566453+00:00,KARN001,42.3,52.8,28.5,56,7.7,183.4,31.4,1213.6
2026-03-30 15:10:25.566453+00:00,KARN001,31.6,46.4,29.4,54,15.2,296.1,88.5,1602.2
2026-03-30 16:10:25.566453+00:00,KARN001,33.7,52.6,33.7,59,22.2,127.1,72.7,861.8
2026-03-30 17:10:25.566453+00:00,KARN001,35.0,56.6,35.9,56,2.0,19.6,50.0,413.5
2026-03-30 18:10:25.566453+00:00,KARN001,24.5,50.0,34.0,55,9.2,224.6,38.7,384.4
2026-03-30 19:10:25.566453+00:00,KARN001,34.1,62.8,35.1,53,2.1,301.1,94.5,1916.4
2026-03-30 20:10:25.566453+00:00,KARN001,20.4,32.2,30.6,43,21.2,144.4,86.1,681.4
2026-03-30 21:10:25.566453+00:00,KARN001,14.6,40.1,29.3,34,7.3,20.8,36.3,973.4
2026-03-30 22:10:25.566453+00:00,KARN001,13.5,54.3,30.3,30,15.2,1.9,83.6,1017.0
2026-03-30 23:10:25.566453+00:00,KARN001,2.0,29.1,28.7,26,14.1,285.6,55.3,1410.2
2026-03-31 00:10:25.566453+00:00,KARN001,6.6,5.0,33.6,27,24.6,320.1,43.0,1897.9
2026-03-31 01:10:25.566453+00:00,KARN001,19.3,28.6,32.1,37,3.4,13.9,39.9,1290.2
2026-03-31 02:10:25.566453+00:00,KARN001,27.5,19.8,26.8,44,13.8,41.8,32.4,1312.6
2026-03-31 03:10:25.566453+00:00,KARN001,35.3,47.0,33.7,53,17.5,212.5,53.6,1870.4
2026-03-31 04:10:25.566453+00:00,KARN001,36.5,65.7,34.0,67,4.9,177.7,86.9,796.6
2026-03-31 05:10:25.566453+00:00,KARN001,36.7,63.4,33.6,68,22.5,204.5,63.3,720.6
2026-03-31 06:10:25.566453+00:00,KARN001,47.8,73.5,38.6,70,4.5,356.2,88.1,1536.7
2026-03-31 07:10:25.566453+00:00,KARN001,36.7,63.5,41.1,73,13.7,187.8,76.1,1273.2
2026-03-31 08:10:25.566453+00:00,KARN001,35.2,53.4,34.0,73,7.4,282.3,68.5,1207.1
2026-03-31 09:10:25.566453+00:00,KARN001,42.3,60.3,35.7,72,17.3,195.9,77.9,678.4
2026-03-31 10:10:25.566453+00:00,KARN001,38.8,65.2,33.0,68,5.4,1.2,37.4,1803.9
2026-03-31 11:10:25.566453+00:00,KARN001,24.6,53.8,33.6,63,14.2,249.8,89.5,1505.7
2026-03-31 12:10:25.566453+00:00,KARN001,26.9,71.9,42.7,63,20.1,146.6,70.8,729.2
2026-03-31 13:10:25.566453+00:00,KARN001,29.6,47.0,34.0,57,15.2,24.5,32.5,822.0
2026-03-31 14:10:25.566453+00:00,KARN001,40.6,51.9,37.1,60,6.3,18.6,72.6,1861.7
2026-03-31 15:10:25.566453+00:00,KARN001,36.7,62.8,28.9,62,19.6,92.0,32.8,343.8
2026-03-31 16:10:25.566453+00:00,KARN001,32.7,67.6,37.1,63,22.6,356.8,50.3,1329.8
2026-03-31 17:10:25.566453+00:00,KARN001,36.7,44.8,30.4,63,17.5,28.0,59.2,1977.3
2026-03-31 18:10:25.566453+00:00,KARN001,26.1,37.4,38.0,60,5.1,255.6,87.9,1487.6
2026-03-31 19:10:25.566453+00:00,KARN001,30.8,36.5,32.7,56,11.4,152.4,65.4,633.4
2026-03-31 20:10:25.566453+00:00,KARN001,39.3,72.2,29.6,56,16.9,265.0,44.8,917.8
2026-03-31 21:10:25.566453+00:00,KARN001,25.4,35.1,32.6,47,5.1,117.5,51.9,722.9
2026-03-31 22:10:25.566453+00:00,KARN001,25.8,45.0,34.2,41,14.4,226.8,65.5,1388.2
2026-03-31 23:10:25.566453+00:00,KARN001,23.5,44.5,31.3,37,2.3,96.9,32.9,1239.5
2026-04-01 00:10:25.566453+00:00,KARN001,26.5,25.5,36.8,38,10.4,185.6,46.2,1122.9
2026-04-01 01:10:25.566453+00:00,KARN001,19.4,19.5,34.7,39,22.2,78.7,78.8,983.6
2026-04-01 02:10:25.566453+00:00,KARN001,34.4,44.4,30.6,45,18.0,337.3,89.1,1912.9
2026-04-01 03:10:25.566453+00:00,KARN001,29.6,58.7,32.5,52,23.2,38.5,55.4,1704.6
2026-04-01 04:10:25.566453+00:00,KARN001,29.7,54.6,36.8,64,22.0,198.2,63.0,1496.0
2026-04-01 05:10:25.566453+00:00,KARN001,31.0,83.8,38.5,73,6.4,267.4,66.9,1034.9
2026-04-01 06:10:25.566453+00:00,KARN001,41.1,85.6,36.9,86,24.4,264.8,69.0,1232.3
2026-04-01 07:10:25.566453+00:00,KARN001,41.3,88.3,30.0,88,21.6,217.6,46.1,804.3
2026-04-01 08:10:25.566453+00:00,KARN001,44.7,74.9,34.7,88,3.4,251.3,63.4,397.5
2026-04-01 09:10:25.566453+00:00,KARN001,50.1,89.5,36.0,88,8.5,318.3,51.6,923.0
2026-04-01 10:10:25.566453+00:00,KARN001,51.3,75.3,33.0,88,5.5,169.5,55.6,433.7
2026-04-01 11:10:25.566453+00:00,KARN001,51.0,82.1,37.4,88,12.9,77.0,65.6,1506.8
2026-04-01 12:10:25.566453+00:00,KARN001,41.7,69.7,34.1,86,24.8,277.0,77.1,666.1
2026-04-01 13:10:25.566453+00:00,KARN001,44.8,69.9,35.6,84,19.6,52.3,68.5,1854.4
2026-04-01 14:10:25.566453+00:00,KARN001,44.8,79.0,44.8,90,3.1,303.1,77.5,592.4
2026-04-01 15:10:25.566453+00:00,KARN001,47.5,100.2,40.1,94,10.9,309.4,91.3,1551.7
2026-04-01 16:10:25.566453+00:00,KARN001,51.0,76.4,40.4,95,13.8,283.3,83.7,1519.2
2026-04-01 17:10:25.566453+00:00,KARN001,42.6,79.5,41.4,92,8.6,48.1,62.8,359.4
2026-04-01 18:10:25.566453+00:00,KARN001,50.5,82.2,38.0,94,18.0,158.7,74.6,2000.0
2026-04-01 19:10:25.566453+00:00,KARN001,51.2,74.6,42.6,90,19.4,95.2,81.8,465.7
2026-04-01 20:10:25.566453+00:00,KARN001,51.9,76.5,36.0,83,12.1,155.8,76.4,330.8
2026-04-01 21:10:25.566453+00:00,KARN001,39.8,77.8,35.8,77,11.4,229.4,76.7,1437.7
2026-04-01 22:10:25.566453+00:00,KARN001,36.1,65.6,36.4,72,4.3,254.4,66.0,688.1
2026-04-01 23:10:25.566453+00:00,KARN001,40.5,48.2,39.3,72,9.5,245.2,85.2,1550.2
2026-04-02 00:10:25.566453+00:00,KARN001,35.9,60.8,37.7,69,2.1,129.0,63.3,1081.6
2026-04-02 01:10:25.566453+00:00,KARN001,41.8,44.7,40.8,74,13.4,330.3,76.3,1672.6
2026-04-02 02:10:25.566453+00:00,KARN001,48.5,70.5,36.1,83,4.9,245.9,43.3,1530.6
2026-04-02 03:10:25.566453+00:00,KARN001,46.1,82.1,36.6,86,24.9,48.8,57.4,1579.0
2026-04-02 04:10:25.566453+00:00,KARN001,41.1,88.1,40.5,95,16.3,13.9,89.6,907.3
2026-04-02 05:10:25.566453+00:00,KARN001,48.8,107.8,40.6,107,10.3,160.4,33.8,1581.3
2026-04-02 06:10:25.566453+00:00,KARN001,57.3,99.1,42.3,114,21.7,21.4,31.0,1417.8
2026-04-02 07:10:25.566453+00:00,KARN001,58.4,117.5,41.9,119,12.9,207.6,79.1,1251.7
2026-04-02 08:10:25.566453+00:00,KARN001,72.4,95.0,44.5,120,15.3,236.0,89.5,1205.6
2026-04-02 09:10:25.566453+00:00,KARN001,72.2,104.2,38.1,118,9.3,177.9,30.8,1324.4
2026-04-02 10:10:25.566453+00:00,KARN001,61.7,95.6,41.9,107,12.9,96.4,74.3,1260.0
2026-04-02 11:10:25.566453+00:00,KARN001,57.9,81.3,40.4,107,18.3,163.3,93.9,1682.5
2026-04-02 12:10:25.566453+00:00,KARN001,51.8,79.9,45.6,105,3.3,67.0,39.6,909.4
2026-04-02 13:10:25.566453+00:00,KARN001,61.0,88.8,43.9,103,10.0,237.7,87.6,755.9
2026-04-02 14:10:25.566453+00:00,KARN001,61.1,101.9,43.7,103,8.8,244.6,34.7,1940.0
2026-04-02 15:10:25.566453+00:00,KARN001,66.0,102.0,37.7,109,12.7,119.7,87.8,812.8
2026-04-02 16:10:25.566453+00:00,KARN001,55.4,114.1,44.7,109,23.8,344.1,46.1,1523.6
2026-04-02 17:10:25.566453+00:00,KARN001,51.7,89.3,36.0,107,24.5,235.5,69.9,1630.2
2026-04-02 18:10:25.566453+00:00,KARN001,69.4,88.5,43.5,104,19.7,142.2,61.5,1968.1
2026-04-02 19:10:25.566453+00:00,KARN001,51.7,70.6,41.6,98,16.9,93.1,80.2,1689.6
2026-04-02 20:10:25.566453+00:00,KARN001,51.3,86.1,35.2,94,7.6,306.1,83.5,1641.4
2026-04-02 21:10:25.566453+00:00,KARN001,35.8,68.4,34.3,79,23.2,323.3,58.6,893.1
2026-04-02 22:10:25.566453+00:00,KARN001,28.0,73.8,31.2,72,20.9,31.5,64.7,1786.2
2026-04-02 23:10:25.566453+00:00,KARN001,33.7,74.6,41.4,66,18.0,262.5,85.9,829.7
2026-04-03 00:10:25.566453+00:00,KARN001,37.7,58.6,37.4,61,10.7,347.3,48.8,678.9
2026-04-03 01:10:25.566453+00:00,KARN001,34.6,51.5,35.5,59,7.3,233.1,48.7,483.5
2026-04-03 02:10:25.566453+00:00,KARN001,34.5,28.2,35.3,64,19.2,79.0,58.8,1694.7
2026-04-03 03:10:25.566453+00:00,KARN001,32.5,59.8,35.0,73,24.4,327.2,57.9,1695.9
2026-04-03 04:10:25.566453+00:00,KARN001,50.7,78.9,38.4,80,3.8,93.1,59.8,1590.3
2026-04-03 05:10:25.566453+00:00,KARN001,53.6,90.7,34.1,89,2.6,178.9,91.2,1464.9
2026-04-03 06:10:25.566453+00:00,KARN001,49.6,84.1,41.1,96,3.3,17.6,61.6,1762.4
2026-04-03 07:10:25.566453+00:00,KARN001,51.7,77.6,39.2,99,14.3,260.7,45.1,385.2
2026-04-03 08:10:25.566453+00:00,KARN001,44.5,82.2,38.8,101,2.5,257.0,93.9,1271.6
2026-04-03 09:10:25.566453+00:00,KARN001,57.4,90.9,39.7,100,13.0,43.0,49.0,1674.6
2026-04-03 10:10:25.566453+00:00,KARN001,59.3,89.0,37.7,94,17.3,101.5,94.9,1974.9
2026-04-03 11:10:25.566453+00:00,KARN001,39.1,74.1,39.1,88,22.4,132.5,34.6,987.2
2026-04-03 12:10:25.566453+00:00,KARN001,46.9,101.2,39.6,91,2.7,196.1,58.8,1151.4
2026-04-03 13:10:25.566453+00:00,KARN001,50.5,73.4,39.6,88,19.5,146.9,30.8,1700.6
2026-04-03 14:10:25.566453+00:00,KARN001,43.8,95.3,37.8,92,10.1,151.2,54.4,1021.5
2026-04-03 15:10:25.566453+00:00,KARN001,51.6,74.5,35.5,90,2.4,169.8,63.7,1100.4
2026-04-03 16:10:25.566453+00:00,KARN001,57.9,73.3,39.6,90,23.2,44.2,69.3,1513.3
2026-04-03 17:10:25.566453+00:00,KARN001,57.3,81.0,38.3,85,7.2,84.3,38.1,492.6
2026-04-03 18:10:25.566453+00:00,KARN001,41.0,53.7,35.6,79,6.4,131.8,78.3,840.3
2026-04-03 19:10:25.566453+00:00,KARN001,39.1,74.0,35.4,71,3.6,143.7,74.3,719.3
2026-04-03 20:10:25.566453+00:00,KARN001,23.0,53.9,35.4,57,5.4,125.9,67.2,1865.9
2026-04-03 21:10:25.566453+00:00,KARN001,26.3,65.2,32.6,51,6.2,6.1,69.5,1082.1
2026-04-03 22:10:25.566453+00:00,KARN001,36.7,50.5,28.8,46,16.8,122.8,73.3,1448.7
2026-04-03 23:10:25.566453+00:00,KARN001,11.8,43.6,32.7,46,6.6,176.8,77.0,1174.6
2026-04-04 00:10:25.566453+00:00,KARN001,20.9,15.2,32.1,33,15.0,299.1,63.5,1447.6
2026-04-04 01:10:25.566453+00:00,KARN001,19.9,11.4,34.1,33,23.4,38.7,38.6,885.8
2026-04-04 02:10:25.566453+00:00,KARN001,19.6,45.1,32.9,38,9.0,246.1,53.6,319.1
2026-04-04 03:10:25.566453+00:00,KARN001,31.8,36.4,34.1,46,24.2,56.8,54.8,988.7
2026-04-04 04:10:25.566453+00:00,KARN001,29.4,42.5,37.0,52,22.5,69.9,54.1,1158.3
2026-04-04 05:10:25.566453+00:00,KARN001,29.8,61.1,29.8,58,5.2,74.9,73.3,1785.2
2026-04-04 06:10:25.566453+00:00,KARN001,34.5,55.7,34.1,64,20.4,7.1,49.6,869.3
2026-04-04 07:10:25.566453+00:00,KARN001,31.0,56.0,36.6,65,5.0,212.9,80.7,885.6
2026-04-04 08:10:25.566453+00:00,KARN001,36.8,58.0,34.5,67,23.7,200.1,67.8,586.8
2026-04-04 09:10:25.566453+00:00,KARN001,35.1,52.0,35.3,63,9.3,295.0,79.7,1521.6
2026-04-04 10:10:25.566453+00:00,KARN001,37.1,59.0,37.7,61,4.3,128.7,65.6,1220.9
2026-04-04 11:10:25.566453+00:00,KARN001,27.9,61.8,34.6,59,12.2,57.4,78.9,1879.0
2026-04-04 12:10:25.566453+00:00,KARN001,30.7,48.9,33.4,63,11.4,291.4,64.8,1578.9
2026-04-04 13:10:25.566453+00:00,KARN001,33.0,44.5,32.7,58,10.7,339.1,58.3,589.9
2026-04-04 14:10:25.566453+00:00,KARN001,38.0,61.8,33.9,61,19.7,171.8,43.8,444.1
2026-04-04 15:10:25.566453+00:00,KARN001,36.1,40.6,39.3,65,21.4,212.6,44.8,1121.1
2026-04-04 16:10:25.566453+00:00,KARN001,29.6,60.2,32.9,63,5.1,243.5,81.7,1394.3
2026-04-04 17:10:25.566453+00:00,KARN001,32.6,46.7,34.7,61,3.6,120.2,68.4,1526.6
2026-04-04 18:10:25.566453+00:00,KARN001,29.5,43.0,34.1,56,9.6,143.8,87.8,630.0
2026-04-04 19:10:25.566453+00:00,KARN001,27.2,40.3,36.1,52,23.2,230.0,88.0,1799.7
2026-04-04 20:10:25.566453+00:00,KARN001,25.0,33.5,36.7,47,23.7,210.2,36.0,1760.7
2026-04-04 21:10:25.566453+00:00,KARN001,24.2,28.7,29.7,40,16.9,262.8,83.1,468.6
2026-04-04 22:10:25.566453+00:00,KARN001,24.0,49.8,29.5,37,14.0,3.2,40.1,1048.8
2026-04-04 23:10:25.566453+00:00,KARN001,11.7,31.9,26.7,28,15.7,327.8,42.5,577.2
2026-04-05 00:10:25.566453+00:00,KARN001,22.4,31.1,30.8,28,14.7,168.9,42.8,716.5
2026-04-05 01:10:25.566453+00:00,KARN001,5.4,31.0,26.9,23,3.1,166.3,30.6,1161.9
2026-04-05 02:10:25.566453+00:00,KARN001,18.8,18.8,30.4,26,18.3,22.2,80.8,1270.8
2026-04-05 03:10:25.566453+00:00,KARN001,23.7,57.0,33.4,42,22.9,313.5,56.4,430.4
2026-04-05 04:10:25.566453+00:00,KARN001,29.5,40.9,31.3,52,5.2,197.0,68.7,810.6
2026-04-05 05:10:25.566453+00:00,KARN001,25.3,57.3,33.1,59,20.1,285.3,30.6,834.5
2026-04-05 06:10:25.566453+00:00,KARN001,44.5,47.4,34.7,63,7.2,202.9,45.2,1807.9
2026-04-05 07:10:25.566453+00:00,KARN001,44.1,63.2,37.4,72,13.6,244.5,36.0,314.2
2026-04-05 08:10:25.566453+00:00,KARN001,39.8,63.8,38.9,75,21.1,359.8,48.6,853.1
2026-04-05 09:10:25.566453+00:00,KARN001,29.8,74.6,35.9,71,23.4,328.8,86.7,1244.8
2026-04-05 10:10:25.566453+00:00,KARN001,30.2,60.6,37.1,71,10.2,213.4,69.7,1452.8
2026-04-05 11:10:25.566453+00:00,KARN001,40.4,54.2,35.0,71,7.3,258.4,40.0,473.0
2026-04-05 12:10:25.566453+00:00,KARN001,38.2,57.9,30.6,68,10.9,312.0,64.4,379.5
2026-04-05 13:10:25.566453+00:00,KARN001,46.2,77.5,32.3,67,16.3,33.1,35.6,1100.0
2026-04-05 14:10:25.566453+00:00,KARN001,35.0,54.1,35.4,69,18.1,50.7,78.6,1378.6
2026-04-05 15:10:25.566453+00:00,KARN001,37.7,76.9,34.4,70,10.0,235.6,77.3,1155.9
2026-04-05 16:10:25.566453+00:00,KARN001,41.5,61.1,31.5,72,14.2,292.7,88.4,896.3
2026-04-05 17:10:25.566453+00:00,KARN001,40.3,60.1,41.2,75,2.9,110.8,49.1,520.2
2026-04-05 18:10:25.566453+00:00,KARN001,38.6,72.9,38.3,78,3.0,245.7,37.2,484.9
2026-04-05 19:10:25.566453+00:00,KARN001,38.0,71.9,39.9,69,15.7,136.7,67.7,1105.7
2026-04-05 20:10:25.566453+00:00,KARN001,38.3,43.2,34.8,60,15.8,189.9,53.2,825.8
2026-04-05 21:10:25.566453+00:00,KARN001,39.6,36.5,35.3,55,2.3,107.5,49.5,1068.6
2026-04-05 22:10:25.566453+00:00,KARN001,30.1,39.1,35.3,50,20.4,267.6,58.7,677.1
2026-04-05 23:10:25.566453+00:00,KARN001,17.0,30.7,27.9,40,21.5,142.4,64.7,1865.0
2026-04-06 00:10:25.566453+00:00,KARN001,27.2,40.2,29.6,48,2.6,306.7,70.9,806.6
2026-04-06 01:10:25.566453+00:00,KARN001,30.7,48.6,41.7,49,10.6,115.4,61.1,582.5
2026-04-06 02:10:25.566453+00:00,KARN001,24.4,53.3,33.0,51,5.6,16.2,62.3,1482.4
2026-04-06 03:10:25.566453+00:00,KARN001,35.6,23.0,30.4,61,22.4,357.3,77.3,1118.9
2026-04-06 04:10:25.566453+00:00,KARN001,41.4,50.8,33.0,65,3.3,309.2,33.2,799.9
2026-04-06 05:10:25.566453+00:00,KARN001,36.9,80.3,32.7,74,19.2,324.5,49.7,1024.0
2026-04-06 06:10:25.566453+00:00,KARN001,52.3,78.9,36.8,80,5.1,342.7,68.5,1712.7
2026-04-06 07:10:25.566453+00:00,KARN001,47.5,87.5,37.1,85,5.2,90.5,91.1,732.3
2026-04-06 08:10:25.566453+00:00,KARN001,40.0,74.9,37.1,85,8.7,280.0,62.4,940.1
2026-04-06 09:10:25.566453+00:00,KARN001,30.7,81.1,37.2,80,2.4,70.1,30.1,1288.9
2026-04-06 10:10:25.566453+00:00,KARN001,40.5,85.7,39.1,80,16.5,54.5,43.4,697.1
2026-04-06 11:10:25.566453+00:00,KARN001,45.5,53.4,35.3,73,22.6,50.7,85.0,1234.7
2026-04-06 12:10:25.566453+00:00,KARN001,34.0,78.7,36.4,72,7.3,239.7,67.9,1396.7
2026-04-06 13:10:25.566453+00:00,KARN001,35.7,76.1,37.1,77,3.5,114.9,30.1,647.5
2026-04-06 14:10:25.566453+00:00,KARN001,54.0,66.2,36.0,81,5.3,122.0,35.6,1776.6
2026-04-06 15:10:25.566453+00:00,KARN001,42.2,65.3,40.2,82,12.8,253.7,52.4,519.1
2026-04-06 16:10:25.566453+00:00,KARN001,46.7,65.6,41.5,84,7.5,350.0,71.6,629.4
2026-04-06 17:10:25.566453+00:00,KARN001,51.9,89.8,37.2,87,3.0,142.2,43.2,1263.7
2026-04-06 18:10:25.566453+00:00,KARN001,48.0,73.3,39.9,83,12.8,110.2,60.2,437.1
2026-04-06 19:10:25.566453+00:00,KARN001,48.1,66.4,35.5,79,15.9,223.0,89.9,963.3
2026-04-06 20:10:25.566453+00:00,KARN001,40.3,77.3,33.5,69,6.3,232.9,63.3,1929.4
2026-04-06 21:10:25.566453+00:00,KARN001,40.8,61.8,33.5,66,23.7,123.0,53.5,758.1
2026-04-06 22:10:25.566453+00:00,KARN001,44.0,51.5,37.0,59,6.7,60.1,43.8,974.8
2026-04-06 23:10:25.566453+00:00,KARN001,24.6,62.8,34.1,50,14.7,196.9,70.6,1567.1
2026-04-07 00:10:25.566453+00:00,KARN001,26.6,45.5,29.4,52,17.1,140.5,64.1,705.3
2026-04-07 01:10:25.566453+00:00,KARN001,36.4,38.0,35.5,60,14.6,106.0,64.8,801.4
2026-04-07 02:10:25.566453+00:00,KARN001,21.4,49.1,34.7,65,9.2,86.8,34.7,1102.0
2026-04-07 03:10:25.566453+00:00,KARN001,38.6,56.3,35.9,76,17.5,193.0,37.7,392.8
2026-04-07 04:10:25.566453+00:00,KARN001,48.3,87.8,34.6,78,19.9,31.7,31.7,1088.2
2026-04-07 05:10:25.566453+00:00,KARN001,37.2,71.9,36.9,85,18.7,269.0,50.3,932.1
2026-04-07 06:10:25.566453+00:00,KARN001,47.3,78.8,41.9,86,10.5,46.0,49.7,1754.8
2026-04-07 07:10:25.566453+00:00,KARN001,51.1,74.7,32.7,87,23.8,216.3,36.3,947.7
2026-04-07 08:10:25.566453+00:00,KARN001,41.9,83.9,39.8,85,13.0,92.8,85.8,1317.9
2026-04-07 09:10:25.566453+00:00,KARN001,42.9,75.8,38.5,80,24.4,212.9,47.4,1944.4
2026-04-07 10:10:25.566453+00:00,KARN001,45.2,64.0,39.0,79,18.9,350.7,41.2,1896.4
2026-04-07 11:10:25.566453+00:00,KARN001,38.3,74.7,37.1,75,8.0,329.0,72.9,1248.4
2026-04-07 12:10:25.566453+00:00,KARN001,39.4,66.6,35.5,74,5.7,212.7,48.0,1207.2
